,station_nm,dec_lat_va,dec_long_va
26832084,R. PARK CENTRAL 02 SHALLOW REPLACED (RP-C-02 SR),42.3674861,-83.0432028
26833189,RECOVERY PARK NORTHWEST 03 SHALLOW (RP-NW 03 S),42.3682472,-83.04545
26835538,RECOVERY PARK NORTHWEST 03 DEEP (RP-NW 03 D),42.36824167,-83.0454417
26837887,RECOVERY PARK NORTH 06 SHALLOW (RP-N 06 S),42.3686722,-83.04298889
26839993,RECOVERY PARK NORTH 06 DEEP (RP-N 06 D),42.36865,-83.0430194
26842099,RECOVERY PARK NORTHEAST 04 SHALLOW (RP-NE 04 S),42.3685333,-83.0446444
26844448,RECOVERY PARK NORTHEAST 04 DEEP (RP-NE 04 D),42.368525,-83.0446444
26846797,RECOVERY PARK NORTH 05 SHALLOW (RP-N 05 S),42.36910556,-83.0432194
26848903,RECOVERY PARK NORTH 05 DEEP (RP-N 05 D),42.36911389,-83.043225
26851009,01S 17W 22ADBB01 VAN BUREN CO (M-140),42.36975427,-86.2680839
26852823,"Local number, Cb-1071, Canaan NY",42.37805556,-73.46277778
26860409,28N  5W20CCDD1 9M,42.37905556,-97.92725
26861857,28N  5W20CCDD2 9D,42.37916667,-97.9272222
26863985,"MA-A9W   57, BERLIN, MA",42.37988889,-71.60677778
26866290,45N8E-17.7h1 (9-MCH-S),42.3854722,-88.33225
26877766,45N7E-11.5a1 (8-GRN-I),42.38555556,-88.3861111
26889238,45N7E-08.5a (HEBR-08-02),42.38546389,-88.4449083
26894778,"Local number, Tm-1968, near Slaterville Springs NY",42.38966667,-76.3175
26902028,28-087-16cca01 Split Roc,42.3938469,-107.2478369
26912959,"MA-WSW   26 WEST BOYLSTON, MA",42.3947833,-71.77985278
26917523,45N5E-12.5h (HARV-09-01),42.39954444,-88.6006194
26923062,45N9E-06.7e (NW-6-45-9),42.4091333,-88.2350167
26928602,12S 19E 03ADD1,42.41019167,-114.2114194
26930078,"Local number, Sb-472, near Kanona NY",42.4124722,-77.34227778
26939911,28-061-06aba01  GC2,42.4361111,-104.2305556
26951599,088N12W21ACDC       1997NAWQA Black Hwk Co IADRN-3,42.4216111,-92.2466111
26952144,28-061-02ccd01  Prairie,42.42190877,-104.1646663
26961436,"MA-SYW  177 STERLING, MA",42.4223137,-71.8078499
26962160,"MA-S6W   68 SUNDERLAND, MA",42.43314419,-72.5561992
26962571,088N25W17BCC  54285 2001State of IA Briggs Woods 2,42.4361111,-93.795
26963338,"Local number, Cb-1072, at Niverville NY",42.4395833,-73.6858056
26970108,"MA-LTW  104 LEXINGTON, MA",42.44092847,-71.2606123
26970814,29-093-36dbb01,42.4421782,-107.9020264
26975471,"MA-CTW  167R CONCORD, MA",42.4472222,-71.3605556
26976177,"Local number, Ct-2498, near Perrysburg NY",42.45044444,-79.0142778
26982062,46N5E-21.1d1 (1-CHE-S),42.45119444,-88.6480278
26987799,46N5E-21.1d2 (1-CHE-D),42.4511111,-88.6480556
26990764,"Local number, Sy-706, near Burdett NY",42.45288889,-76.7748056
26998476,29-061-26cbb01  Prairie,42.4582979,-104.1638326
27009441,"MA-CYW   13 CUMMINGTON, MA",42.4594611,-72.8902806
27012104,29-061-26acc01,42.459409,-104.1574435
27013894,"MA-PTW   51 PITTSFIELD, MA",42.46258478,-73.1884366
27028527,088N12W04BBBC 12372 1960Elk Run Heights 1,42.4669324,-92.2579609
27028869,29N  2W28AAAA1 19S,42.46694444,-97.5636111
27034926,29N  3E23CCCC1  LAUREL (CNBRLUSCR1  CE-17),42.46748056,-97.0547611
27039676,46N12E-14.6g1 (Zion well 1),42.46805556,-87.7994444
27082808,46N12E-14.6g5 (Zion well 5),42.4681111,-87.7995278
27086140,"MA-A4W  158 0050 BEDFORD, MA",42.4682972,-71.2676333
27086584,"MA-A4W  159 0015 BEDFORD, MA",42.46828889,-71.2676361
27087028,"MA-A4W 160-0022 BEDFORD, MA",42.4689972,-71.26730278
27087472,"MA-ACW  158 ACTON, MA",42.47011389,-71.4118806
27096257,46N6E-08.46l (2-ALD-D),42.4745833,-88.5592778
27101994,"MA-A4W  224-0070 (B257L) BEDFORD, MA",42.47911944,-71.27515
27102060,"MA-A4W 225-0094 (B257R) BEDFORD, MA",42.47908889,-71.27515
27102126,46N6E-12.5d (HEBR-09-03),42.4791222,-88.481625
27107665,46N8E-08.2e1 (4-RCH-S),42.48,-88.3194444
27124876,29N 22W14CCBB3 Ainsworth,42.48043056,-99.8712889
27130345,29-061-23abb01  Goshen C,42.48024246,-104.1527209
27142183,01N 06E 13DBAB 01 LIVINGSTON CO (AMR AGG),42.48142277,-83.6743845
27149431,46N7E-10.2f (HEBR-08-01),42.48288056,-88.3988444
27154971,"Local number, Sy-722, in FLNF nr Reynoldsville NY",42.4838333,-76.7993333
27160791,"MA-PHW   16 PETERSHAM, MA",42.485075,-72.2114361
27165352,"Local number, Tm-985, near Ithaca NY",42.48888889,-76.4647222
27172699,46N7E-04.8b1 (3-HEB-I),42.49016667,-88.4316944
27178387,46N7E-04.8b2 (3-HEB-D),42.49027778,-88.4316667
27181314,29-061-17aad01  Prairie,42.49107606,-104.2043889
27192625,35.00S/12.00E-26DCD01,42.50095,-121.2573222
27193809,35.00S/10.00E-29ACC01,42.5095833,-121.5549444
27202881,"MA-WAW   38R WAKEFIELD, MA",42.5161111,-71.0483333
27211664,LF-01/02E/33-0057,42.5200361,-90.2698306
27237847,"MA-WAW   38 WAKEFIELD, MA",42.51674167,-71.04846389
27244329,04N 02W 16DAAA 01 INGHAM CO (CEDAR),42.73253498,-84.5474788
27273250,02N 06E 31BADB 02 LIVINGSTON CO (BRIGHTON),42.52697738,-83.7824435
27276993,10S 17E 29ADD1,42.5276861,-114.4800389
27277241,"Local number, Ya-180, Dundee NY",42.52880556,-76.974
27284800,30N 10W 32DAA O'Neill,42.53078889,-98.5014306
27299270,KE-01/22E/13-0046,42.53715556,-87.8432167
27321557,35.00S/06.00E-10ACC01,42.54092587,-122.099493
27323664,"MA-WWW  160 WESTFORD, MA",42.5491472,-71.4103861
27325019,35.00S/08.00E-09DAA01,42.55134869,-121.7610359
27326212, 30N 21W19CC 1,42.5519436,-99.8295678
27329965,089N19W02BDAC 06097 1953Ackley 5,42.5522007,-93.058811
27331321,"MA-DFW   44R DEERFIELD, MA",42.55314186,-72.598978
27331703,WW-01/16E/10-2194,42.55326944,-88.5845444
27333470,WW-01/16E/10-0083,42.55335278,-88.58466389
27333657,"Local number, C-1373, near Cortland NY",42.55616667,-76.24363889
27334788,"MA-HMW    8 HAWLEY, MA",42.56091836,-72.8775956
27335598,"MA-XMW   78 WILMINGTON, MA",42.5668972,-71.1599667
27350235,30-110-22aad01 streambank well at station 09205000,42.5672222,-109.9302222
27352273,30-110-23bbc01 Streambank well at station 09205000,42.5676583,-109.9289083
27353585,"Local number, Cn-464, near East Pharsalia NY",42.56938889,-75.67452778
27355781,02N 08E 18DBAD01 OAKLAND CO (PROUD LAKE WELL),42.57253229,-83.5438283
27376002,"MA-ORW   63 ORANGE, MA",42.57814265,-72.28480628
27377743,"MA-CJW    2 CHESHIRE, MA",42.58438056,-73.1313333
27377888,"MA-WPW   76 WENHAM, MA",42.58502778,-70.82063889
27380139,"MA-WPW   76R WENHAM, MA",42.585,-70.8205556
27384692,"Local number, So-604, at Middleburgh NY",42.5918333,-74.32138889
27391464,02N 01W 05 BCAB01 INGHAM CO (KERNS ROAD),42.59225818,-84.4599742
27401201,"Local number, Re-703, East Greenbush NY",42.5928579,-73.7090083
27416562,30-061-09bbb01 Prairie C,42.5969101,-104.2029992
27427672,02N 07E 05BA 01 OAKLAND CO (HONEYWELL LK RD),42.6061425,-83.6518872
27438082,"MA-AJW  462 ANDOVER, MA",42.61148157,-71.1731124
27438162,"MA-TMW    3R TEMPLETON, MA",42.6208333,-72.0744444
27439909,RO-02/11E/21-1180,42.62126944,-89.2024778
27440861,31N 14W 27DDD Atkinson,42.62391944,-98.9340528
27455329,"Local number, Wo-4, near Gainesville NY",42.62869444,-78.11863889
27473757,09S 16E 20ADD1,42.630075,-114.5949889
27474583,03N 02W 23BCBD 01 INGHAM CO (HOLT),42.634758,-84.5216435
27490177,"MA-CSW    8R COLRAIN, MA",42.63605556,-72.73152778
27492699,03N 02W 23ADBB 01 INGHAM CO (DELHI TWP),42.6367024,-84.5077541
27494809,"Local number, C-586, near McGraw NY",42.64077778,-76.0664167
27501146,WW-03/15E/33-0009,42.66780556,-88.7346
27501634,03N 10E 13AC 01 OAKLAND CO (OAKLAND UNIVERSITY),42.67086587,-83.2182683
27512911,"Local number, So-602, SUNY Cobleskill NY",42.6713611,-74.5041667
27517295,"Local number, Ya-182, at Dresden NY",42.6732222,-76.9633611
27519734,03N 02W 06ACAD 01 INGHAM CO. (DAVIS PARK),42.6778133,-84.587202
27521122,"MA-TRW   13 TOWNSEND, MA",42.68203289,-71.730906
27521440,"MA-TRW   13R TOWNSEND, MA",42.68194444,-71.73138889
27524047,"MA-XNW   48 WINCHENDON, MA",42.68265,-72.01765
27526650,03N 03W 02BAAB 01 EATON CO (STIEFEL),42.68281336,-84.6341483
27538976,04N 03W 36DCAD 01 EATON CO. (ROSCOMMON ST),42.68559106,-84.6088696
27539478,03N 07E 05DADA 01 OAKLAND CO (FISH LAKE RD),42.6858631,-83.6455005
27553882,"Local number, A-654, SUNY Albany NY",42.6874722,-73.83138889
27570680,RA-03/20E/28-0062,42.68868889,-88.138575
27571168,03N 08E 10ABDB01 OAKLAND CO (TEGGERDINE ROAD),42.68336339,-83.4910525
27582781,03N 08E 03DBAB01 OAKLAND CO (WHITE LAKE ROAD),42.6928076,-83.4924417
27586140,"Local number, Og-23, near Hartwick NY",42.6923611,-75.0481111
27595310,"Local number, Cy-7, near Moravia NY",42.69952778,-76.4216111
27607406,"MA-XNW   13 WINCHENDON, MA",42.70101944,-72.0308361
27610007,04N 01W 28BCAD 01 INGHAM CO (OKEMOS SCIENCE PKWY),42.70697937,-84.4371968
27616038,04N 02W 26BBDB 01 INGHAM CO (FENNER ARBORETUM),42.70975735,-84.5199775
27636623,32-062-32bbb01  Node Wel,42.7121888,-104.3393926
27651719,"MA-HNW   19 HEATH, MA",42.71378056,-72.8252806
27654633,"MA-HNW   14 HEATH, MA",42.71388889,-72.82527778
27655527,04N 01E 21CDDA01 INGHAM CO (SHERWOOD RD WELL),42.7167012,-84.3360823
27661623,04N 02W 24CABD 01 INGHAM CO (SPARTAN VILLAGE),42.717535,-84.497199
27678751,"Local number, A-666, Watervliet NY",42.71980556,-73.71088889
27684809,04N 02W 21BADB 01 INGHAM CO. (SCOTT PARK),42.7233684,-84.554979
27697774,"Local number, Se-532, near Romulus, NY",42.7297222,-76.88388889
27708700,08S 14E 16CBB1,42.73130556,-114.8295833
27711978,"Local number, Wo-237, at Warsaw NY",42.7351111,-78.1314722
27714181,32-073-16ccc01,42.7369114,-105.6166603
27716515,32-073-16cdb01  Natural,42.73885586,-105.6122157
27725244,04N 02W 17ABAA 01 INGHAM CO (LOGAN),42.74003495,-84.5674797
27748706,04N 03W 12CD 01 EATON CO (ROBINS RD),42.74309056,-84.6138704
27770243,"Local number, C-998, near Preble NY",42.74769444,-76.13825
27778403,04N 02W 09BDAD 01 INGHAM CO (SEYMOUR),42.75059039,-84.5535904
27801728,32.00S/06.00E-36DAA01,42.75459444,-122.0553806
27804003,"MA-NIW   27 NEWBURY, MA",42.7553722,-70.93948889
27818638,32-074-08dbc01,42.75552228,-105.735276
27822845,04N 02W 05CDDD 01 INGHAM CO. (MUSKEGON ST),42.7558681,-84.5724801
27824228,08S 06E 04DCD1,42.7562861,-115.75425
27825432,04N 04W 02 CCDC01 EATON CO (GRAND LEDGE),42.75670179,-84.7569317
27834941,EATON COUNTY DELTA 7 WELL,42.75694444,-84.6594444
27835656,092N29W22CDD  55577 2002Rutland Marsh 1,42.7608333,-94.2566667
27837123,08S 06E 03BDC1,42.7610083,-115.740361
27839860,32-063-08daa01  Niobrara County 2,42.762189,-104.4355074
27848382,32-076-03ccd01,42.76524357,-105.944452
27848706,"Local number, So-528, Carlisle NY",42.7665,-74.4637222
27851418,32-074-03bcd01,42.772189,-105.7122196
27854828,07S 06E 34BCA1,42.775175,-115.7350833
27855807,05N 02W 31CBBA01 CLINTON CO (CAPITAL CITY AIRPORT),42.77697908,-84.6016484
27865958,07S 33E 29DBB2,42.78352778,-112.6224889
27866586,32-062-05baa01  Niobrara,42.78580029,-104.3285586
27877571,07S 06E 29BBA1,42.792675,-115.7753639
27878548, 33N 20W19DCDD1  SPRINGVIEW,42.81027777,-99.7148384
27884066,"MA-HLW   23 HAVERHILL, MA",42.81160556,-71.0116222
27898701,"Local number, Sn-730, Schenectady NY",42.81638889,-73.9819444
27906204,07S 39E 10CCD1,42.8238083,-111.89135
27907222,WW-04/17E/02-0908,42.83504167,-88.4553944
27917918,NH-MOW   36,42.84008596,-71.6911839
27923311,05N 12W 04DCCD01 KENT CO (WOBMA),42.8416946,-85.7303074
27928869,"Local number, Og-499, near Springfield Center NY",42.84241667,-74.8900556
27930754,"Local number, Sa-1285, Clifton Park NY",42.84638889,-73.7908056
27938751,05N 08E 08ACAC OAKLAND CO (HOLLY STATE REC. AREA),42.852528,-83.537447
27939773,06N 10W 30AA 01 KENT CO (AIRPORT),42.8833634,-85.5319674
27945460,06N 12W 27BBBA01 KENT CO (44TH STREET),42.88474947,-85.7222528
27951281,ML-05/22E/16-0412,42.8896111,-87.9088611
27952782,06N 02W 16DDAD 01 CLINTON CO (US 27),42.90225517,-84.5433157
27954490,"Local number, E-96, at Alden NY",42.9079722,-78.4900556
27955469,"Local number, Re-500, Hoosick Falls NY",42.90888889,-73.39288889
27958068,094N05W31CBC            BS1-A Hatchery Well,42.91027778,-91.475
27960578,"Local number, Cy-223, at Auburn NY",42.9135833,-76.5835
27967918,"Local number, Mt-411, at Randall NY",42.91975,-74.4279167
27975447,WK-05/19E/02-0031,42.9266,-88.2217583
28003258,GR-05/02W/06-0005,42.930875,-90.6542556
28003970,06N 07E 09DCDD01 GENESEE CO FISHER BODY NO. 1 WELL,42.9311388,-83.63828549
28011326,06N 07E 09DCCC01 GENESEE CO FISHER BODY NO. 2 WELL,42.9311388,-83.6410634
28017201,094N39W26BDA        2008IACRN-1,42.93416667,-95.4177778
28019324,WK-06/19E/31-1301,42.93568056,-88.29138889
28021947,30.00S/08.00E-30CDC01,42.93276667,-121.818825
28022533,"Local number, Mt-553, at Fultonville NY",42.93991667,-74.35175
28023715,IW-06/03E/32-0032,42.94570278,-90.1721222
28024470,IW-06/03E/32-3623,42.946075,-90.1721083
28026348,"Local number, E-1196, near Clarence NY",42.95280278,-78.6031667
28032943,"Local number, Mt-552, near Fonda NY",42.95219444,-74.4048611
28033224,094N05W16ACC            BS2-E Quarry Well Co X16,42.9599839,-91.4343064
28035218,05S 17E 26ACA1,42.96254444,-114.4021833
28035572,30.00S/10.00E-24AAB01,42.9630138,-121.4736554
28036516,"Local number, Ot-1133, near Manchester NY",42.96741667,-77.25288889
28044535,"Local number, Se-549, at Montezuma NWR NY",42.9725,-76.7703333
28048530,"Local number, Lv-330, Caledonia NY",42.97580556,-77.8440833
28056071,"Local number, Ot-900, near Manchester NY",42.97741667,-77.2285556
28061988,"Local number, Lv-333, near Caledonia NY",42.97888889,-77.89138889
28064981,"Local number, M-292, near Chittenango Falls NY",42.97938889,-75.84575
28070867,35-071-23ccd01,42.98385589,-105.352483
28073064,"Local number, Gs-190, at Batavia NY",42.987,-78.1481944
28080923,"Local number, E-1929, SUNY Buffalo NY",43.00163889,-78.7779167
28083498,35N44W17DBCA (OST Shallow North well),43.0074859,-102.5221056
28109376,30.00S/07.00E-06AAA01,43.00800278,-121.9237389
28118167,095N06W28DDAA       1988Deer Creek DCW-1,43.011093,-91.5484791
28119533,07N 02W 09BBCD 01 CLINTON CO (ST. JOHNS),43.01308735,-84.56054159
28126896,1N-04E-33ddb01,43.01412599,-108.4031603
28132032,WK-06/19E/02-0006,43.01488889,-88.2265833
28136308,29.00S/09.00E-32DBA01,43.0151861,-121.6707972
28138069,"Local number, M-178, Valley Mills NY",43.0158611,-75.59438889
28156181,"Local number, W-188, Cambridge NY",43.0222222,-73.3894722
28158202,"Local number, He-1836, at Little Falls NY",43.02244444,-74.8750833
28164088,35N28W11DBBB RST GW WELL RB-20 NR SD-NE STATE LINE,43.02388889,-100.5794444
28164877,095N06W20CDAB           BS4,43.02581428,-91.58014739
28168344,095N05W22CBAA           BS3,43.0291496,-91.4251393
28169676,"Local number, Gs-217, near Batavia NY",43.02963889,-78.1704444
28175938,"35N30W 6DDD2 RST GW WELL M-5 NR ST. FRANCIS, SD",43.03138889,-100.8861111
28179274,"35N29W 2DDDD RST GW WELL M-10 NR OLSONVILLE, SD",43.03218829,-100.6887916
28182603,095N24W21ADAD       1996NAWQA IADRN-2,43.0331111,-93.6755278
28184198,095N08W19BAD        2008IACRN-3,43.03416667,-91.8366667
28189969,NH-GTW  141,43.03675488,-70.84727708
28190813,"Local number, Od-1825, Camillus NY",43.04538889,-76.3013056
28205774,"Local number, Mo-11, near Powder Mill Park NY",43.048,-77.47575
28213410,"36N30W36DDDA RST GW WELL RB-8 NR ST.FRANCIS, SD",43.0471878,-100.7871283
28214199,ML-07/21E/20-8016,43.04986389,-88.0465278
28215761,ML-07/21E/20-8017,43.049825,-88.0467667
28217355,ML-07/21E/20-8031,43.0498583,-88.0466333
28217507,ML-07/21E/20-8034,43.0498,-88.0466056
28218317,ML-07/21E/20-8018,43.0498,-88.0469556
28219911,ML-07/21E/20-8019,43.05005278,-88.0465472
28221505,ML-07/21E/20-8020,43.05034167,-88.0463611
28223099,ML-07/21E/20-8021,43.05035556,-88.0464583
28224693,ML-07/21E/20-8022,43.0503361,-88.0467083
28226287,04S 05E 29ADAC1 PZMW16,43.0505333,-115.8780333
28227263,04S 05E 29ADAA2 PZMW 8,43.0513111,-115.8769222
28228066,04S 05E 29ADAB1 PZMW12,43.05114444,-115.8771722
28228869,04S 05E 29ADAA1 PZMW7,43.0515333,-115.8770889
28230507,04S 05E 29ADAA5 PZMW14,43.05161667,-115.8771167
28231310,04S 05E 29ADAB2 PZMW13,43.0514222,-115.8773389
28232286,"Local number, Wn-594, near Newark NY",43.0530833,-77.0867222
28236246,ML-07/21E/20-8028,43.05298889,-88.0461861
28236420,ML-07/21E/20-8033,43.05299167,-88.0461722
28237310,ML-07/21E/20-8029,43.0530083,-88.0462556
28238238,ML-07/21E/20-8030,43.05305,-88.0463917
28239521,36N28W33BDDB (RST well R-19 near Olsonville SD),43.05388889,-100.6222222
28243544,"Local number, Sa-529, Saratoga Springs NY",43.0576111,-73.79752778
28260495,"36N26W32BAA RST GW WELL M-22 NR LITTLEBURG, SD",43.06027778,-100.4088889
28264246,"Local number, Fu-271, Gloversville NY",43.06805556,-74.3736111
28266967,DN-07/09E/23-1297,43.0683722,-89.3928
28271004,DN-07/09E/23-6212,43.0690472,-89.3960528
28272011,"36N29W29ABDD RST GW WELL R-7 NR ST.FRANCIS, SD",43.0708333,-100.7541667
28276034,WK-07/19E/15-4454,43.0710861,-88.2452028
28280109,WK-07/19E/16-4453,43.07124167,-88.2460611
28281672,WK-07/19E/16-4436,43.07115,-88.2462444
28285747,WK-07/19E/16-4235,43.07124444,-88.2462556
28293779,36-062-28bbd01  ETSI T-1,43.072469,-104.33578
28301517,36-062-28ab 01  ETSI T-2,43.07274689,-104.30939
28322835,DN-07/09E/19-0064,43.0742833,-89.4801722
28338044,08N 01W 13BC01 CLINTON CO (VILLAGE OF ELSIE),43.08169488,-84.3858147
28339865,36-073-24ba 01,43.08385579,-105.5619352
28340410,096N24W32CBC        2008IACRN-2,43.08603056,-93.714275
28346384,DN-07/07E/04-6021,43.11151667,-89.6646667
28348442,28.00S/10.00E-27DBD01,43.11333056,-121.5154389
28356840,DN-07/07E/03-6023,43.11596944,-89.6490194
28358898,DN-07/07E/03-6024,43.11653056,-89.64915
28360956,DN-07/07E/03-6022,43.1159583,-89.6494694
28363014,"36N29W 2CDCC RST GW WELL M-12 NR LAKEVIEW, SD",43.1182988,-100.7026816
28365978,DN-08/08E/36-1440,43.12155556,-89.4875361
28371348,"36N32W2BAA RST GW WELL S-2 NR SPRING CREEK, SD",43.12388889,-101.0597222
28375099,"Local number, Ni-869, at Shawnee NY",43.12777778,-78.841
28382850,ML-08/21E/26-8035,43.128425,-87.9693111
28384039, 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345
28384825,2N-01E-13cdc01 Streambank well at station 06227600,43.14277778,-108.7088889
28387723,"Local number, Wn-619, Marion NY",43.1535833,-77.1753333
28389258,"Local number, Ol-27, near West Shelby NY",43.15677778,-78.40363889
28395078,"Local number, Fu-275, at Wheelerville NY",43.15825,-74.4841667
28400031,"37N27W18DDAB RST GW WELL RB-17 NR OLSONVILLE, SD",43.1763546,-100.5521215
28400820,"Local number, W-533, Salem NY",43.17494444,-73.3219444
28417952,NH-CVW  312 (CVWB-1),43.1760833,-71.5681333
28418679,"Local number, Ol-20, Barre NY",43.17916667,-78.2680278
28426298,37-075-13adb01,43.17996729,-105.8011117
28428308,37-075-14bcc01,43.1802451,-105.8358354
28430098,SK-08/04E/07-1933,43.18129444,-90.0742139
28432786,"37N29W12CCD RST GW WELL RB-14 NR OLSONVILLE, SD",43.1877428,-100.7032377
28433576,"NH-PBW  148  Pembroke, NH",43.18881944,-71.47836389
28442521,37-070-10cbb01  Bill 6,43.19441189,-105.2558128
28451420,"37N29W 8AADA2 RST GW WELL R-26 NR ROSEBUD, SD",43.19944444,-100.7694444
28456017,"Local number, Oe-1457, Rome NY",43.2075,-75.3925
28463814,DN-09/11E/34-1355,43.20898056,-89.1757722
28476269,"Local number, Ni-70, near Ransomville NY",43.21894444,-78.9122222
28483595,DN-09/06E/29-0083,43.22295278,-89.7999167
28498897,097N37W17ADDB 71668 1985IGS & USGS LSR-1U IADRN-1,43.22130556,-95.2303333
28499309,38-061-35dca01  ETSI M-1,43.2224711,-104.150492
28504517,"38N28W36ABCB RST GW Well RB-15 nr Mission, SD",43.2296875,-100.5815673
28505305,"Local number, Oe-1466, Rome NY",43.23294444,-75.3985
28511525,"Local number, Mo-101, near Webster NY",43.23619444,-77.3908056
28514292,"38N25W30BBC RST GW WELL M-25 NR HIDDEN TIMBER, SD",43.2411111,-100.3325
28518043,10N 01E 22DADA01 SAGINAW CO (MARION SPRINGS DEEP),43.24919238,-84.3288756
28528616,"Local number, Fu-325, near Northville NY",43.25241667,-74.15875
28530636,38-073-24bbc01,43.25552268,-105.5797138
28530867,NH-CVW  315,43.25745,-71.5233861
28531269,"NH-WCW 1  Warner, NH",43.261189,-71.7573003
28541510,MUSKEGON 10-17 BEAR LAKE WELL 4,43.2635,-86.2674
28541662,MUSKEGON 10-17 BEAR LAKE WELL 3,43.26466944,-86.2659
28541781,MUSKEGON 10-17 BEAR LAKE WELL 1,43.2655333,-86.2669833
28541933,NH-LSW 331,43.2717222,-71.4938056
28542286, 98N50W32AAAA2,43.27192704,-96.767547
28550316,38-074-03aaa01,43.30246758,-105.7197197
28550899,01S 23E 26CCC1,43.3028333,-113.6940833
28553645,"Local number, He-627, Ohio NY",43.31141667,-74.9589167
28561174,SK-10/06E/02-0003,43.37848889,-89.7553167
28574111,"Local number, Ow-5013, near Volney NY",43.36352778,-76.38038889
28590213,11N 01E 11CBBB01 SAGINAW CO (LDS OW 1),43.3683604,-84.3299888
28590635,SK-10/07E/06-2037,43.37236389,-89.7172194
28592058,11N 03W 04AC 01 GRATIOT CO (PINE RIVER),43.37447557,-84.67195
28597548,"ME-YW807 Sanford, Maine",43.38619518,-70.65866619
28610373,DG-11/13E/23-0081,43.40425,-88.9239444
28615609,12N 03W 24DABB01 GRATIOT CO (ST. LOUIS),43.41475266,-84.6116708
28622610,02N 31E 35DCC1               USGS 1,43.44993056,-112.7865306
28631886,40-116-06adc01 Streambank well at station 13018350,43.4583611,-110.7970278
28634789,02N 28E 35AAC1               USGS 9,43.4589,-113.07855
28637705,"Local number, H-3, near Griffin NY",43.47580556,-74.20577778
28645878,02N 29E 19BCB1               USGS 120,43.48856944,-113.054725
28646614,CO-12/09E/27-0620,43.48930278,-89.4155833
28646836,CO-12/09E/27-5921,43.49004444,-89.4081167
28648634,"Local number, Wr-80, Warrensburg NY",43.50044444,-73.7964167
28655951,41-117-14bdc02,43.51631607,-110.8557663
28657940,"Local number, Oe-151, at Woodgate NY",43.5203333,-75.1539722
28670054,006S05E24BAAA KAISER,43.52018056,-103.4716889
28672554,13N 15W 18AAAA01 OCEANA CO (HESPERIA),43.5260866,-86.14041
28689115,VT-HLW   54,43.5445153,-72.4075916
28692178,SPR-5     South Drained Site Perimeter,43.5447083,-92.4346806
28692772,SPR-1A    South Drained Site Perimeter,43.54501667,-92.4360556
28693364,SPR-1B    South Drained Site Perimeter,43.54501389,-92.4360667
28694082,STR2-1    South Drained Site Transect 2,43.5453833,-92.4349444
28694689,STR2-2    South Drained Site Transect 2,43.5453833,-92.4350111
28694932,STR2-3A   South Drained Site Transect 2,43.5453833,-92.4350861
28695541,STR2-3B   South Drained Site Transect 2,43.54538056,-92.4350861
28696148,STR2-4    South Drained Site Transect 2,43.5453833,-92.4351639
28696391,STR2-5    South Drained Site Transect 2,43.54538056,-92.4352278
28696998,SUPR-4    South Undrained Site Perimeter,43.54561944,-92.4306583
28697697,SUTR1-4   South Undrained Site Transect 1,43.5459222,-92.4304639
28698289,SUTR1-5   South Undrained Site Transect1,43.545925,-92.4305333
28698881,SUPR-1    South Undrained Site Perimeter,43.54625,-92.43015
28699475,SUPR-2    South Undrained Site Perimeter,43.54621389,-92.430575
28700067,STR1-1    South Drained Site Transect 1,43.54649444,-92.4352694
28700676,STR1-2    South Drained Site Transect 1,43.54648889,-92.4353306
28701287,STR1-3A   South Drained Site Transect 1,43.54648889,-92.4354111
28701901,STR1-3B   South Drained Site Transect 1,43.5464861,-92.4354111
28702513,STR1-4    South Drained Site Transect 1,43.5464833,-92.4354861
28702758,STR1-5    South Drained Site Transect 1,43.5464833,-92.43555
28703368,SPR-4     South Drained Site Perimeter,43.54706944,-92.434875
28703963,SPR-2     South Drained Site Perimeter,43.5470472,-92.4357778
28704556,"Local number, Wr-84, near Bolton NY",43.54941667,-73.7339722
28710756,03N 29E 25AAA1               PW 1,43.56351944,-112.9363889
28712101,03N 29E 23DAC1               USGS 78,43.5701833,-112.9605528
28714573,42-071-35aaa01 ECH-8,43.5775,-105.3447222
28718972,13N 13E 12ADAA01 SANILAC CO (MINDEN),43.577518,-82.8766044
28724612,42-066-25ddd01,43.58191797,-104.721074
28727100,42-117-24dab01,43.587984,-110.8257667
28729026,NTR1-1    North Drained Site Transect 1,43.59087778,-92.448725
28729801,NTR1-2    North Drained Site Transect 1,43.59092778,-92.4487194
28730214,NTR1-3    North Drained Site Transect 1,43.59098056,-92.4487139
28730993,NTR1-4    North Drained Site Transect 1,43.5910333,-92.4487083
28731768,NTR1-5    North Drained Site Transect 1,43.5910861,-92.4487111
28732543,NPR-4     North Drained Site Perimeter,43.5909611,-92.4490833
28733406,NTR2-1    North Drained Site Transect 1,43.59111944,-92.4475028
28734180,NTR2-2    North Drained Site Transect 2,43.5911611,-92.4475
28734954,NTR2-3A   North Drained Site Transect 2,43.59121389,-92.4475
28735732,NTR2-3B   North Drained Site Transect 2,43.59121389,-92.4474917
28736324,NTR2-3D   North Drained Site Transect 2,43.59119444,-92.4474972
28737042,NTR2-4    North Drained Site Transect 2,43.59126389,-92.4474917
28737818,NTR2-5    North Drained Site Transect 2,43.5913083,-92.4474889
28738592,NPR-5     North Drained Site Perimeter,43.59195556,-92.4440528
